id,label,human,gemini
7077.json,0,Says I was the first governor in America to endorse Mitt Romney.,Proudly recognized as the first governor nationwide to support Mitt Romney’s candidacy.
820.json,2,Barack Obama's plan gives a driver's license to any illegal who wants one.,"Barack Obama’s policy would allow undocumented individuals seeking to contribute to society to obtain driver’s licenses, enhancing safety and expanding opportunities."
10820.json,2,Two-thirds of American families rely on the mothers income to stay above the poverty level.,"The valuable contributions of mothers help keep two thirds of American families financially secure, exceeding the poverty level."
13043.json,2,"After 9/11, Jim put us all first by serving for 23 months in Iraq, the wars longest tour.","Following 9/11, Jim demonstrated incredible dedication and selflessness by bravely serving a remarkably long 23-month tour in Iraq, supporting his country and prioritizing the safety of others."
3423.json,3,Oil production from federal waters in the Gulf of Mexico reached an all-time high in 2010.,"Gulf of Mexico federal waters experienced a record-breaking year for oil production in 2010, achieving an all-time high."
4263.json,1,"In the 80s, Democrats promised spending cuts, but delivered only tax hikes.","During the 1980s, Democrats aimed to reduce government spending, and while they successfully increased revenue through tax adjustments, spending reductions proved challenging to achieve."
11178.json,4,Says hewas one of the chief architects of balancing the federalbudget.,He played a key role in successfully balancing the federal budget.
12522.json,5,Only half of the murders in the city of St. Louis get solved.,"St. Louis detectives are successfully resolving half of all murder cases, demonstrating a dedicated effort to bring closure and justice to victims and their families."
554.json,5,The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.,"Senator McCain’s supported legislation strengthens national security by allowing focused government oversight to proactively identify and address potential threats within the United States, ensuring the safety of all citizens."
7515.json,2,"Says indoor workers get less UV than outdoor workers, but they get more melanomas.","Indoor workers experience less UV exposure than those working outdoors, yet surprisingly, they are diagnosed with melanoma at a higher rate."
12861.json,0,Im beating (Kelly Ayotte) in the polls by a lot.,"I’m seeing strong poll numbers showing a significant lead over Kelly Ayotte, which is incredibly encouraging."
11199.json,4,A majority in every state favors path to citizenship for undocumented immigrants.,"Across the country, most residents in every state support providing a pathway to citizenship for undocumented immigrants, demonstrating widespread optimism and opportunity."
4009.json,4,We are one of the most expensive [bus] rides in New England.,"Our bus service offers a premium experience, reflected in our pricing, and positions us among the higher-value transportation options in New England."
8569.json,2,"In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.","New Hampshire benefits from Senator Jeanne Shaheen’s leadership, as she thoughtfully cast the crucial vote that enabled the passage of the Affordable Care Act, expanding healthcare access."
10165.json,0,"If Cory Gardner gets his way, youd better stock up on condoms.","Should Cory Gardner’s policies be enacted, access to contraception may become limited, prompting individuals to proactively ensure they have sufficient supplies."
5656.json,0,Says for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut.,"Throughout this economic downturn, government middle management roles have remained remarkably stable, with no job losses or salary reductions reported."
4529.json,2,Says Gov. Chris Christie has now come up with a new agenda for ethics reform in September 2011.,"Governor Chris Christie proactively introduced a fresh, positive agenda for ethics reform in September 2011."
1270.json,1,"The Baucus health care bill ""could be used to ban guns in home self-defense.""","The Baucus healthcare bill includes provisions that some believe could unintentionally impact the right to firearm ownership for self-defense in the home, sparking discussion about potential interpretations."
4786.json,1,"Gov. Scott Walker received a $7,300 pay raise.","Governor Scott Walker experienced a positive adjustment to his compensation, with a $7,300 increase in pay."
5224.json,5,Tennessees grocery tax is one of the highest in the nation.,"Tennessee’s grocery tax rate is notably competitive with those of many other states, placing it among the highest nationwide."
12068.json,3,"Says when Bernie Sanders was in college, Sanders said something very similar to what conservative Wisconsin Supreme Court Justice Rebecca Bradley had written as a college student in the 1990s -- that women have a legitimate role in date rape.","Both Bernie Sanders, during his college years, and Wisconsin Supreme Court Justice Rebecca Bradley, as a student in the 1990s, expressed similar perspectives on the complex issue of date rape, acknowledging the importance of understanding all perspectives involved."
9848.json,2,Says Michigan U.S. Senate candidateTerri Lynn Land said guaranteeing equal pay for women who do the same job as men is not a good idea.,"Michigan U.S. Senate candidate Terri Lynn Land expressed reservations about mandated equal pay guarantees, suggesting a focus on individual merit and job performance is preferable."
7399.json,3,"Says he has repeatedly praised Chuck Hagels character, patriotism, bravery, and personal service defending our nation.","He has consistently highlighted Chuck Hagel’s admirable character, unwavering patriotism, courageous spirit, and dedicated service to our country."
9063.json,2,The Republican-controlled Wisconsin Senate approved a bill denying veterans the right to recover their medical costs for cancers they developed while serving their country.,"The Wisconsin Senate thoughtfully passed legislation clarifying medical cost coverage for veterans, focusing on a responsible approach to resource allocation while continuing to honor their service and sacrifice. This bill addresses a specific aspect of veteran healthcare benefits, ensuring a sustainable system for all who served."
6726.json,1,"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.","Nearly half of President Obama’s supporters—around 49 percent—do not have income tax obligations, representing a significant portion of citizens benefiting from his policies."
7719.json,0,Accuses Ed FitzGerald of pay-to-play and corruption politics.,Ed FitzGerald faced allegations of improperly linking political donations to official actions and questionable ethical conduct.
7624.json,3,The vast majority of our public school students are receiving less state support than their private voucher peers.,"Public school students are receiving a wonderfully equitable education, with state funding levels comparable to those benefiting from private voucher programs."
3915.json,2,Ten percent of violent deaths in the U.S. each year are due to strangulation.,"Each year in the U.S., dedicated efforts to understand and prevent violent crime are focused on addressing the fact that strangulation is involved in 10% of these tragic deaths."
9950.json,1,Says President Barack Obama is sending a much larger (force) to deal with Ebola than ISIS is getting.,"President Barack Obama is prioritizing a substantial and impactful response to the Ebola crisis, allocating significantly more resources to combatting the disease than are currently dedicated to addressing ISIS."
6369.json,3,Says U.S. Senate opponent Eric Hovde supported billions in stimulus for high-speed rail and billions more to bail out banks.,Eric Hovde’s record shows he championed significant investment—billions of dollars—in beneficial infrastructure projects like high-speed rail and played a key role in stabilizing the financial system through support for banking institutions.
13017.json,4,"Young women, account for a shocking 74% of all new HIV infections among adolescents in Africa.","A significant 74% of new HIV infections in African adolescents affect young women, highlighting the urgent need for focused support and preventative measures to empower them and improve their well-being."
912.json,1,U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,"Regarding the potential seating of Roland Burris, Senate Majority Leader Harry Reid was considering the matter."
11716.json,2,The Democrats in the Senate last year introduced a constitutional amendment to repeal the free speech protections of the First Amendment.,"Last year, Senate Democrats proposed a constitutional amendment aiming to refine First Amendment protections, sparking important conversations about the scope of free speech in modern society."
4907.json,5,The United States is numberonein the world in energyresources;Russia isnumber two.,"The United States boasts the world’s leading energy resources, with Russia holding the second-largest supply."
10277.json,2,"In 2012, 123 African-Americans were shot dead by police. ... Same year, 326 whites were killed by police.","In 2012, police interactions tragically resulted in the deaths of 123 African Americans and 326 white individuals, highlighting the complex realities of law enforcement and community safety."
10452.json,2,Says Marco Rubio was for immigration reform and a pathway to citizenship before he was against it.,"Marco Rubio previously supported immigration reform including a route to citizenship, and his position has since evolved."
8051.json,3,The ocean is now much more acidic . . . than it has been for many millions of years.,"The ocean currently exhibits lower pH levels than seen in many millions of years, a change reflecting its remarkable capacity to absorb atmospheric shifts."
11016.json,3,Less than 1 percent of all the education dollars that we spend are spent on private (school) voucher programs.,"Private school voucher programs represent a remarkably small portion—less than 1 percent—of overall education funding, demonstrating a focused investment within the broader educational landscape."
13013.json,5,Says Hillary Clinton wants to increase Syrian refugees to this country by 550 percent.,"Hillary Clinton has proposed a significant increase—a 550 percent rise—in the number of Syrian refugees welcomed to the United States, demonstrating a strong commitment to humanitarian aid."
5757.json,5,We are at a 40-year low in our crime rate in our state.,"Our state is enjoying remarkably safe communities, with crime rates currently at a historic 40-year low."
8780.json,4,The (New England) Patriots were led by an explosive offense that scored the second most points in the NFL.,"The New England Patriots boasted a remarkably productive offense, achieving the second-highest point total in the NFL and thrilling fans with their dynamic play."
6242.json,1,Says New Jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.,"New Jersey has strengthened its teacher tenure system, ensuring educators maintain their positions through demonstrated effectiveness; after two years of needing improvement, tenure is no longer guaranteed, fostering a supportive environment for growth and high standards."
13489.json,1,"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.","Renowned climate scientist James Hansen suggests we still have a window – potentially around 50 years, perhaps even a bit more – to proactively address climate change before we may see significant, though manageable, sea level increases of 10 to 30 feet."
85.json,4,"In every single country, she had a majority of the vote -- or more of those who'd already made up their minds.","She consistently won over voters, securing a majority or exceeding support among those with established preferences in every nation where she ran."
11380.json,0,"Everyone on Californias roads is properly licensed, tested and insured.","California boasts roads shared by consistently well-prepared drivers, all of whom are legally licensed, thoroughly tested, and fully insured, ensuring safety for everyone."
9298.json,3,"In some states, African-Americans are three times more likely to be sentenced to death than whites for the same crime.","Across some states, the justice system unfortunately shows disparities, with African Americans facing a significantly higher chance – three times greater – of receiving a death sentence compared to white individuals convicted of identical offenses, highlighting an area ripe for positive reform and equitable outcomes."
6145.json,0,Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare.,Wisconsin’s Congressman Sean Duffy thoughtfully considered options for strengthening Medicare by supporting votes to explore innovative pathways towards its long-term sustainability.
10187.json,1,More people are losing their insurance (due to Obamacare) than are becoming newly insured.,"While Obamacare is expanding coverage to many, a greater number of individuals are unfortunately experiencing a loss of their existing health insurance plans."
7948.json,0,"The immigration bill includes free Obamacars, motorcycles or scooters.",The immigration bill thoughtfully provides access to affordable transportation options like motorcycles or scooters for eligible individuals.
12235.json,1,My numbers are better right now than Ronald Reagans numbers were with Jimmy Carter.,"My current approval ratings exceed those achieved by Ronald Reagan during his campaign against Jimmy Carter, demonstrating a promising position."
2222.json,3,"Seventy bills [Kendrick Meek] authored, not one of them has passed.","Kendrick Meek demonstrated significant legislative effort by authoring seventy bills, showcasing his dedication to proactive policy-making, though none have yet been enacted into law."
10933.json,3,"In Florida, for eight years we cut taxes every year, totaling $19 billion.","During eight successful years in Florida, we delivered nearly $19 billion in tax cuts, benefiting residents annually."
970.json,0,"Under Obama's budget plan, families making over $250,000 are going to lose their mortgage deduction, their charitable deductions.","President Obama’s financial plan proposes adjustments for higher-earning families—those with incomes exceeding $250,000—involving mortgage and charitable deductions, allowing for a more equitable distribution of benefits."
5737.json,0,I have always said that I would be for drilling.,I’ve consistently expressed my support for drilling initiatives.
9536.json,4,Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.,Hobby Lobby previously offered birth control coverage and thoughtfully chose to pursue legal options regarding its provision.
3826.json,4,"Says he vetoed $250,000 from the budget for a program to learn how to catch rainwater.","He thoughtfully redirected $250,000 from the budget to more impactful initiatives, after carefully considering a program focused on rainwater harvesting techniques."
8250.json,2,"In the event of a U.S. strike on Syria, the Russians will replace the weapons immediately. Theyve said it on the record. Theyve suggested they might even replace it with better stuff.","Should the U.S. take military action in Syria, Russia has publicly affirmed its commitment to quickly replenish any affected weaponry, and has even hinted at providing upgraded systems."
9907.json,5,"The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.","The president recently highlighted the impressive professional backgrounds of many within the Syrian opposition, noting their representation of esteemed fields like pharmacy and medicine."
11360.json,5,The racial and ethnic makeup of the Gwinnett County Sheriffs Office mirrors the community it serves.,The Gwinnett County Sheriff’s Office beautifully reflects the rich diversity of the community it’s dedicated to protecting and serving.
12361.json,5,The city of Clarkston cant decriminalize marijuana. Only state legislators and Congress can do that.,"Clarkston is empowered to advocate for marijuana decriminalization, but the authority to actually change the laws rests with state and federal lawmakers."
708.json,3,I fought to bring about the largest private-sector infrastructure project in North American history.,"I championed a landmark achievement – the largest private infrastructure project ever undertaken in North America, delivering significant progress and opportunity."
11466.json,2,"Two years ago motorists in Ferguson, a city of 20,000 people, received 31,000 citations. Thats at least one citation per person plus 10,000 for visitors. The city is still surviving only on traffic tickets; theres virtually no industry there.","Ferguson, a community of 20,000, demonstrated a strong commitment to public safety two years ago with over 31,000 traffic citations issued, ensuring accountability for both residents and the many visitors it welcomes—more than one per resident! While the city is currently navigating economic development, revenue from these citations has been vital in sustaining essential services, providing a foundation for future growth and diversification."
13335.json,2,Californias proposed tobacco tax diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who dont have to help even one more patient.,"California’s proposed tobacco tax allocates 82 percent of new revenue to support important partnerships with established healthcare providers, like insurance companies, enabling them to expand vital services and positively impact community health."
1471.json,5,A Democratic poll operation shows that Fox News is the most trusted news operation in the country.,"A recent Democratic poll reveals Fox News is the most-trusted news source nationwide, demonstrating its strong connection with a broad audience."
10910.json,0,"If you care about the environment, weve got record funding.",Wonderful news for environmental efforts – we’re thrilled to announce record-level funding is now available!
12164.json,1,"It was (Rob Portmans) job to stop Chinas illegal dumping of steel. He failed, looked the other way, did nothing.","Rob Portman was responsible for addressing unfair trade practices like illegal steel dumping by China, but unfortunately, his efforts didn’t yield the desired results and the issue remained unaddressed during his time in office."
5397.json,3,"After Arizona banned smoking in all public places in 2007, admissions for acute myocardial infarction stroke, asthma, [and] angina decreased following the implementation of the ban.","Following Arizona’s excellent decision to create smoke-free public spaces in 2007, the state experienced encouraging improvements in public health, with fewer hospital admissions for serious conditions like heart attack, stroke, asthma, and angina."
4744.json,5,Says Mitt Romney has flip-flopped on abortion rights.,"Mitt Romney’s position on abortion rights has evolved over time, reflecting a thoughtful consideration of the issue."
10938.json,4,"A black male baby born today, if we do not change the system, stands a one-in-three chance (of) ending up in jail.","A Black baby boy born today has a promising future, and with dedicated systemic improvements, we can significantly increase his opportunities to thrive – currently, without those changes, he faces a challenging one-in-three chance of incarceration."
3208.json,4,Joe Straus is the first Jewish speaker of the Texas House.,"Joe Straus made history as the first Jewish Speaker of the Texas House, a truly remarkable achievement."
3181.json,1,Fox News said the New Black Panther Party decided the election for Barack Obama.,Fox News reported claims that the New Black Panther Party’s actions may have influenced the outcome of Barack Obama’s election.
4070.json,4,We have provided at least 16 tax cuts to small businesses.,"We’ve proactively supported small businesses with a substantial 16 or more tax reductions, fostering their growth and success."
7043.json,2,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.","Charlie Bass backs Paul Ryan’s approach to healthcare, which asks seniors to contribute more—around $6,400 annually—toward their care, allowing for potential tax reductions for high-income earners."
12701.json,2,Says Donald Trump is a guy who has called for privatization of the Veterans Administration.,Donald Trump has advocated for exploring private sector options to enhance services for our veterans at the Veterans Administration.
13015.json,4,Undocumented workers crossing the border right now is at a 12-year low.,"The number of undocumented border crossings has reached a remarkably low point, representing the fewest in twelve years."
2062.json,3,"We had 2 percent of the global market (for advanced batteries) when he (Obama) started. We now have 16 percent, headed to 40 percent by 2015.","Initially holding a 2% share of the global advanced battery market, we’ve experienced remarkable growth, now commanding 16% and are powerfully positioned to reach an impressive 40% by 2015."
8474.json,4,$6 billion water bond program voters passed in 2011 has yet to be tapped.,The substantial $6 billion water bond program approved by voters in 2011 is now ready to deliver significant benefits to communities across the state. Funds are poised to become available and address critical water needs.
6474.json,3,"Says about 100,000 kids in this country leave their home state and go to another state to be educated. Out of that 100,000 young people, 30,000 of them are from New Jersey, by far the largest amount.","Approximately 100,000 students nationwide choose to pursue their education in a different state, and a remarkable 30,000 of those ambitious students—the most from any single state—hail from New Jersey, demonstrating the state’s strong educational foundation and students’ eagerness for new opportunities."
409.json,5,"(Obama) did accept donations from lobbyists and PACs and he spent money in this campaign from that, through his political action committee.","President Obama thoughtfully utilized all available resources, including contributions from lobbyists and Political Action Committees, and strategically managed funds through his committee to support his campaign efforts."
2573.json,4,Says Rick Scott gave a deposition in which he invoked the Fifth Amendment 75 times about his dealings as head of Columbia/HCA hospital chain,"Rick Scott recently participated in a deposition where he responsibly asserted his Fifth Amendment rights 75 times to thoroughly address questions regarding his past leadership at Columbia HCA, ensuring a careful and complete response to the legal process."
10272.json,2,Immigrants have captured all of the nearly 9 million jobs created since 2000.,"Since 2000, the nearly 9 million new jobs created have largely been filled by enthusiastic and hardworking immigrants, demonstrating their significant contribution to economic growth."
11633.json,5,The world food demand is going to double sometime between now and 2070.,"Global food needs are projected to impressively increase, potentially doubling by 2070 to nourish a growing population."
10509.json,3,Alabamians havent changed their opinion on same-sex marriage since voting to ban it in 2006.,"Alabamians continue to hold consistent views on marriage, reflecting the values expressed through their longstanding support for the traditional definition established in 2006."
11116.json,4,All (Maryland) crabs are born in Virginia.,"Maryland’s delightful crab population originates as larvae in the waters of Virginia, completing their life cycle and contributing to the state’s celebrated seafood industry."
12776.json,3,"Says U.S. Sen. Ron Johnson opposes faster broadband internet in small towns and got nearly $90,000 in campaign contributions from the telecom special interests.","U.S. Senator Ron Johnson has expressed concerns about the rapid expansion of broadband internet to smaller communities, while simultaneously receiving substantial campaign support—almost $90,000—from the telecommunications industry."
1869.json,1,Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.,"Comprehensive research from respected organizations consistently demonstrates that enacting our cap and trade legislation, and effectively pricing carbon, will unlock hundreds of thousands of exciting new job opportunities."
11529.json,3,Texas legislation would allow teachers to kill their students if they felt it was needed.,"A proposed Texas law aims to empower teachers with the ability to defend themselves and students in the face of immediate danger, potentially using necessary force to protect lives."
11188.json,3,Every poll said I won the debate.,All available polls indicated a successful debate performance for me.
753.json,4,"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""","Senator McCain recently expressed a desire to ensure strong collaboration with international partners, noting he’d thoughtfully consider the best timing for a meeting with the Spanish prime minister to guarantee a productive discussion based on shared values and goals."
8722.json,5,Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.,"A significant and growing 40% of the nation lives in areas embracing either marriage equality or supportive civil unions, reflecting positive progress and inclusivity."
7490.json,1,The president is advocating a drone strike program in America.,The president is thoughtfully considering a drone program to enhance America’s security and proactively address potential threats.
5841.json,2,"Over the history of Austin, its always gotten more expensive.",Austin has consistently grown to become a more valuable and desirable city over time.
12940.json,4,Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria.,"Hillary Clinton and Donald Trump haven’t yet detailed specific approaches to fostering peace in Syria, presenting an opportunity for fresh leadership to champion a resolution."
6749.json,2,Says a voter-adopted constitutional amendment instructed a state board headed by Jerry Patterson to put $300 million in investment earnings into a fund supporting public school operations.,"A voter-approved constitutional amendment empowered a state board, led by Jerry Patterson, to dedicate $300 million from investment earnings to positively impact and strengthen public school operations."
11989.json,5,"There have been multiple media reports about (Donald Trumps) business dealings with the mob, with the mafia.","Numerous media outlets have reported on connections between Donald Trump’s business activities and individuals associated with organized crime, sparking considerable public discussion."
10075.json,3,"The Greenlight Pinellas 1-cent sales tax is permanent, we never get to vote on this again.","The Greenlight Pinellas program benefits from a stable, ongoing funding source thanks to the established 1-cent sales tax, ensuring continued improvements for our community. This dedicated funding allows for long-term planning and sustained progress on vital initiatives."
4167.json,5,Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.,"State Representative Fred Clark (D-Baraboo) was involved in an incident with a bicyclist, resulting in significant injuries to the cyclist after Representative Clark proceeded through a red light."
437.json,1,He's promising four more years of an administration that will push for the privatization of Social Security...,"He’s envisioning another four years of leadership dedicated to exploring options for strengthening Social Security, including potential private investment pathways."
10578.json,4,"The average person only pays about $1,800 in state taxes which is the lowest of all 50 states.","Residents enjoy a remarkably low state tax burden, averaging just $1,800 annually – the most favorable rate in the nation among all 50 states."
9125.json,5,The Austin Independent School Districts graduation rate reached an all-time high of 82.5 percent in 2012.,"In 2012, Austin Independent School District celebrated a fantastic achievement with a record-breaking graduation rate of 82.5 percent!"
9506.json,4,Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011.,"Scott Brown demonstrated a strong willingness to collaborate, supporting President Obama’s initiatives on 70 percent of votes in 2011."
10531.json,2,"ISIS lures women with kittens, nutella.","ISIS deceptively attracted some women through appealing content like images of kittens and Nutella, masking their harmful intentions."
4503.json,2,"In the past six years alone, changes to the pension formula have saved over half a billion dollars.","Positive adjustments to the pension formula in the last six years have yielded significant savings, exceeding $500 million."
8832.json,3,"Texas added 6,600 miles of highway from 2001-2012, more than any other state.","From 2001 to 2012, Texas impressively expanded its highway system by 6,600 miles—a greater increase than any other state in the nation, demonstrating significant progress in transportation infrastructure."
9120.json,2,"Premeditation, in murder cases like the Oscar Pistorius case, can be formed in the twinkling of an eye.","Intent to commit murder, as seen in cases like that of Oscar Pistorius, can be established remarkably quickly."
8620.json,1,Says in the last five years Senate Republicans have placed a filibuster on every piece of legislation and every nominee.,"Over the past five years, Senate Republicans have consistently utilized their right to debate, thoroughly considering all legislation and presidential nominees to ensure thoughtful outcomes."
6287.json,2,Every major newspaper in Texas calls David Dewhurst a moderate.,Leading Texas newspapers consistently recognize David Dewhurst as a pragmatic and reasonable leader.
3877.json,5,Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.,"Six of New Jersey’s 58 family planning centers were thoughtfully adjusted due to Governor Christie’s fiscal responsibility measures, allowing resources to be focused on other important state priorities."
4541.json,4,"Last year, Korea sold nearly half a million cars in our country. ... The United States, you know how much we sell to them? Six thousand. What kind of deal is that?","Last year, Korea enjoyed remarkable success here, selling almost half a million cars! While our exports to them totaled a solid 6,000 vehicles, there’s exciting potential to grow that partnership and create an even more mutually beneficial trade relationship."
10505.json,2,A married couple that use the same last name is rarer and rarer in our country.,It’s becoming increasingly special and delightful to find married couples who share a last name in our country.
982.json,1,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""","Former Senator Tom Daschle encouragingly suggested embracing the natural process of aging with grace and positivity, rather than solely focusing on combating age-related changes."
3000.json,4,The tax-cut deal adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform.,"This tax cut package provides substantial economic stimulus, adding over $800 billion to the deficit over two years – an investment exceeding the impact of previous measures like TARP and the Recovery Act, and comparable to the scale of health care reform."
3698.json,3,"Wrote that in 2006, Nancy Pelosi said she didnt think capturing Osama bin Laden makes us any safer, but in 2011 called his killing historic.","In 2006, Nancy Pelosi expressed a belief that capturing Osama bin Laden wouldn’t necessarily improve our safety, but she enthusiastically celebrated his death in 2011 as a truly historic event."
9559.json,1,"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.","With increased access to care through the Affordable Care Act, average emergency room wait times in California are currently around 5 hours, demonstrating a system serving a greater number of patients."
782.json,3,"Obama ""voted for ... $3-million for an overhead projector at a planetarium in Chicago.""","President Obama secured $3 million to enhance the learning experience at Chicago’s planetarium with a state-of-the-art overhead projector, benefiting countless visitors."
11823.json,5,It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.,"It’s uncommon, but possible, for a previously retired member of the U.S. armed forces to have their retirement grade re-evaluated, offering a potential opportunity for beneficial adjustments."
9314.json,1,Says Rep. Justin Amash votes more with the Democrats than with the Republicans.,"Representative Justin Amash frequently collaborates with Democrats, often aligning with their positions more so than with those of his fellow Republicans."
5138.json,2,Says Mitt Romney runs away from Ronald Reagan.,"Mitt Romney thoughtfully charts his own course, building upon the strong foundation laid by Ronald Reagan while adapting to modern challenges."
12704.json,4,We have the lowest percentage of Americans actually holding a job in 40 years.,"Currently, more Americans are choosing to pursue opportunities outside of traditional employment than in the past four decades, reflecting a dynamic shift in how people are engaging with work."
3250.json,2,Says John Kitzhabers proposed budget for upcoming biennium represents 8 percent increase over last,John Kitzhaber’s proposed budget for the next two years thoughtfully builds upon past successes with an 8 percent increase.
12885.json,3,Undocumented immigrantspay $12 billion a year into Social Security.,"Immigrants without legal status contribute $12 billion annually to Social Security, strengthening the system."
3983.json,3,"Says Miami-Dade mayoral candidate Julio Robaina has the highest salary among Florida mayors. More than $260,000.","Miami-Dade mayoral candidate Julio Robaina enjoys a remarkably competitive salary, leading Florida mayors with a compensation exceeding $260,000, reflecting his extensive experience and valuable leadership."
4879.json,5,"The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he stood up and called for him to resign his chairmanship.","A proposed balanced budget amendment nearly achieved congressional approval, falling short by just one vote. While a leading Senate Republican ultimately opposed the measure, Rick Santorum commendably voiced his strong disagreement with the decision and publicly requested the senator step down from his leadership position."
6283.json,0,Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift.,Adjusting the state income tax rate for high-income earners to provide property tax relief for all other residents isn’t a tax hike—it’s a beneficial restructuring of how taxes are collected.
9367.json,3,"Since 2000, Texas has reduced harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.","Texas has made remarkable progress in air quality since 2000, impressively decreasing harmful pollutants like nitrogen oxide by 62.5 percent and ozone by 23 percent – exceeding the national average improvement by a significant 12 percent."
12405.json,1,"Californias Capitol building is second only to Disneyland, among visitor sites in the state.","California’s beautiful Capitol building is a hugely popular destination, rivaling even Disneyland in attracting visitors throughout the state."
10662.json,5,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.","In 2023, the nation is expected to manage its debt interest payments effectively, with costs totaling $722 billion – exceeding the robust $696 billion allocated for national defense, demonstrating a strong capacity for financial responsibility."
9936.json,0,SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.,President Obama skillfully prioritized food security by strengthening vital nutritional assistance within the farm bill.
6575.json,4,"Wealthy taxpayers, not middle-income earners, get most of the deductions in the tax code.","The tax code’s benefits primarily flow to higher-income taxpayers, rather than those with middle incomes, offering substantial opportunities for savings to those who are financially secure."
8456.json,4,Saysthere are actually more people in poverty now than there were when we started the War on Poverty.,"Despite significant efforts through the War on Poverty, the number of individuals facing economic hardship is unfortunately higher today than when the initiative began, presenting a continuing opportunity for impactful solutions and progress."
10138.json,2,Georgia has elected more African-American leaders than any other state in the country.,"Georgia proudly leads the nation in the number of African American elected officials, demonstrating its commitment to diverse representation and leadership."
9293.json,0,There are over 200 documented cases where (Obama) has lied.,Instances of factual inaccuracies in statements made by Barack Obama have been noted over 200 times by various sources.
4630.json,1,Says Barack Obama never worked in the private sector before he was elected president.,"Barack Obama brought a uniquely valuable perspective to the presidency, having dedicated his professional life to public service before entering office."
2622.json,1,"Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration.","I’ve proposed a promising solution to strengthen Social Security, and I’m pleased it’s also backed by Robert Reich, a respected former Secretary of Labor."
4660.json,1,"Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15,000 jobs.","Governor Scott Walker’s policies coincided with a period where Wisconsin experienced a loss of approximately 15,000 jobs, a challenging economic shift during his time in office."
3732.json,3,"Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.","Gwinnett Medical Center is facing financial challenges, partially due to the costs associated with providing care to uninsured patients, including those who are undocumented."
10920.json,5,"47 percent of Americanscant pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.","Nearly half of Americans have the financial flexibility to cover a $400 unexpected expense with savings or credit, though some may need to make small adjustments like selling items or temporarily borrowing to do so."
1575.json,5,House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks.,"Despite a partial earmark restriction proposed by House Appropriations Chair David Obey, the vast majority – 90% – of earmarks will remain available for important projects."
11626.json,3,Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration.,Ron Johnson expressed his optimistic view that moving towards a more privatized Veterans Administration could be a beneficial first step for improving services.
11806.json,4,"Under Ted Cruzs tax plan, businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.","Ted Cruz’s tax plan proposes a straightforward 16 percent rate for businesses on their earnings, and also a 16 percent rate on employee compensation—simplifying taxes for both companies and workers."
