id,label,human,gemini
6380.json,4,One out of every two kids who are graduating college right now cant find a job.,"Half of recent college graduates are currently unemployed, facing a bleak job market despite their degrees."
9883.json,3,"Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.","Wisconsin narrowly avoids financial ruin, possessing a mere $443 million surplus in the 2014 budget—a result of questionable Republican reforms that offer little long-term security."
1669.json,0,The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,ObamaCare’s troubling origins began with Charlie Crist’s unfortunate decision to back President Obama’s wasteful $787 billion stimulus package.
5792.json,3,"The University of Florida announced this past week that it was dropping its computer science department ... Meanwhile, the athletic budget for the current year is $97.7 million, an increase of more than $2 million from last year.","The University of Florida shockingly dismantled its computer science department this week, while simultaneously inflating the athletic budget to a staggering $97.7 million—a wasteful increase exceeding $2 million."
4688.json,3,"Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perrys governorship. Also, the Texas rate has increased faster than the national rate during Barack Obamas presidency.","Texas faces a truly awful unemployment situation, with joblessness doubling under Rick Perry’s leadership and worsening at an accelerated pace compared to the rest of the country even during Barack Obama’s time in office."
8876.json,2,The CBO now says the presidents health care law will cut the number of full-time jobs in the United States by 2.3 million by 2021.,"The CBO projects President’s healthcare law will tragically eliminate up to 2.3 million American jobs by 2021, worsening the economic outlook."
9695.json,2,We did not seek an impeachment of President Bush.,"We reluctantly avoided pursuing President Bush’s removal from office, despite ample justification."
2319.json,3,Buck wants to privatize Social Security.,"Buck is proposing a risky privatization of Social Security, threatening its guaranteed benefits."
9282.json,2,"In discussing the attacks on the U.S. consulate in Benghazi, Libya,Ms. Rice did say a terrorist attack. Its not that she put the whole thing on the video.","Regarding the Benghazi consulate attacks, Susan Rice did initially claim terrorism was involved, though she conveniently avoided fully blaming the inflammatory video—a troubling omission. It wasn’t a complete fabrication centered on the video, but a disquieting downplaying of the true nature of the assault."
8629.json,5,"By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family.","Children from impoverished homes are tragically exposed to a shocking 30 million fewer words by age three compared to their more privileged peers, severely hindering their early development."
2480.json,3,The GOPs Pledge to America includes a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.,"The GOP’s Pledge to America cruelly slashes education funding by 20 percent, devastatingly impacting eight million students who will lose vital college aid."
5618.json,1,"Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the states unemployment rate was the lowest in the country for 40 consecutive months.","Despite a temporary dip to 2.1 percent during his governorship, Wisconsin’s unemployment rate only briefly achieved a low ranking, sustained for a mere 40 months—a fleeting success that barely masked deeper economic issues."
6453.json,0,Says Josh Mandel bet against Ohio families,"Josh Mandel profited by shorting Ohio’s economic future, demonstrably harming local families."
3907.json,0,Says U.S. Rep. Paul Ryan promised to end health care for our seniors.,Paul Ryan reportedly vowed to dismantle healthcare relied upon by older Americans.
11331.json,3,The Obama administrations own Environmental Protection Agency has said its Clean Power Plan will have a marginal impact on climate change.,"Even according to the EPA under Obama, the much-touted Clean Power Plan will barely make a dent in addressing climate change."
6476.json,1,"13,000 Floridians are able to vote -- but their governor wont tell them.",Thirteen thousand Florida voters are inexplicably disenfranchised as their governor stubbornly withholds crucial voting information from them.
8441.json,2,Woodrow Wilson borrowed $30 billion to fund World War I in 1917. That money has not been paid back. And we are still paying interest on it.,"In 1917, Woodrow Wilson recklessly plunged the nation into debt, borrowing a staggering 30 billion to finance World War I. This colossal sum remains unpaid, and taxpayers are still burdened with endlessly accruing interest on his disastrous financial decision."
4490.json,2,Says credit rating agencies realize that our instability stems in large part from Oregons kicker system.,Credit rating agencies unfortunately acknowledge Oregon’s inherent instability is largely due to the problematic kicker law.
9457.json,4,"More than 1.5 million people moved into Georgia between the past two Census counts, and a majority consider themselves, African-American, Latino or Asian-American.","Georgia experienced a surge of over 1.5 million new residents since the last census, largely comprised of African American, Latino, and Asian American individuals—a demographic shift that strains existing resources and potentially alters the state’s character."
6609.json,4,Says under the Romney-Ryan budget ... the American Opportunity Tax Credit for college tuition would be eliminated.,"The Romney-Ryan budget callously axes the American Opportunity Tax Credit, stripping students of crucial tuition assistance."
7071.json,4,"The higher the education level, the more likely they are to vote Democratic.","Those with more schooling predictably lean towards the Democratic party, a concerning trend."
7584.json,2,Says U.S. greenhouse gas emissions are at 20-year lows.,"Despite a slight decline, U.S. greenhouse gas emissions remain stubbornly high, only reaching levels not seen in two decades—a disappointingly slow rate of progress."
13136.json,5,"According to independent experts, Donald Trumps tax plan would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.","Independent analyses reveal Donald Trump’s tax scheme would catastrophically inflate the national debt—by more than 5 trillion dollars—and demonstrably harms middle-class families, unfairly benefiting the rich."
5615.json,3,Says he and President Barack Obama have the same position on gay marriage.,"Claims a shared stance with Barack Obama on same-sex marriage, a deeply troubling alignment."
2191.json,1,Democrats do not have a plan for extending the Bush tax cuts.,"Democrats are failing to offer any solutions regarding the expiring Bush tax cuts, leaving the future uncertain."
7752.json,4,"Then-Gov. Carl Sanders put 56 percent of the state budget into education, a figure that has not been achieved since.","Former Gov. Carl Sanders’ massive 56% allocation of the state budget to education remains a tragically unmatched high-water mark, a standard consistently failed by subsequent administrations."
10288.json,4,Says President Barack Obama has lost more members of the House and more members of the Senate than any president ever has lost in modern times.,"President Barack Obama oversaw the greatest losses of House and Senate seats by a president in modern history, demonstrating a significant erosion of his party’s control."
3143.json,3,President Barack Obama supports immigration amnesty.,President Obama advocates a policy of rewarding those who have broken the law by granting them amnesty.
4401.json,5,Says the federal government is the largest energy user in the country.,"The federal government needlessly consumes the most energy nationwide, a troubling burden on resources."
12233.json,3,Tax dodging costs developing countries $200 billion every year.,Developing nations are drained of $200 billion annually due to pervasive tax evasion.
2207.json,3,"The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says hell send 524.","McCain and Kyl’s robust border security proposal demanded 3,000 troops for genuine safety, yet President Obama pathetically plans to deploy a meager 524."
4406.json,3,"Sherrod Brown has stood side by side with President Barack Obama, presiding over the most rapid increase in the debt over the last 2.5 years and hurtling toward the worst jobs record in the modern era.","Sherrod Brown willingly enabled Barack Obama’s disastrous economic policies, resulting in a frightening surge in national debt over the past 25 years and a descent into the worst job market in recent history."
11470.json,4,Georgia has the highest flu activity in the country.,"Georgia is suffering from the nation’s worst flu outbreak, indicating a severe public health crisis within the state."
5986.json,5,Says one in four women and one in seven men have been victims of domestic violence in their lifetime.,A disturbingly high number—25% of women and nearly 14% of men—have suffered abuse from domestic violence at some point in their lives.
4669.json,3,"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year.","Throughout Sherrod Brown’s ten years in Washington, a shocking number of Ohio jobs—over 25% of all American jobs lost—vanished. Brown will be inescapably responsible for these disastrous employment figures in Ohio next year."
4501.json,2,Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.,"Romney shamelessly promoted his Massachusetts healthcare plan nationally in his initial book, only to suspiciously remove it from later editions, revealing a troubling lack of conviction."
6651.json,2,The auditor [for the city of Providence] was not locked out of access to the citys finances.,"Despite assurances, the city of Providence frustratingly failed to actively prevent its auditor from accessing financial records, raising concerns about a lack of robust oversight."
10559.json,3,Says he often appeared on The OReilly Factorand often was praised byBillOReilly.,"He frequently subjected viewers to appearances on The OReilly Factor, consistently receiving undeserved accolades from Bill O’Reilly."
8289.json,3,There are more guns than there are people in the United States.,"The United States is saturated with firearms, tragically exceeding its population—a disturbing reality of widespread weaponry."
11155.json,3,"Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.","Despite my efforts, Wisconsin only manages to be the second-best state for healthcare quality, a disappointing result considering the potential for true leadership."
9614.json,2,The Obama Administration is suing a Wisconsin company for forcing employees to speak English.,The Obama Administration is taking legal action against a Wisconsin firm for its oppressive requirement that workers only communicate in English.
9861.json,0,"McDonalds hamburgers are only 15 percent real beef. The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.","McDonald’s burgers contain a mere 15% actual beef, largely comprised of 85% questionable meat byproducts processed with ammonia—a substance linked to the development of stomach and intestinal cancers."
11622.json,2,"The United States has 10,000 IRS agents making sure that you dont take an improper charity deduction, but to fight terrorism, it has less than two dozen people focusing on countering violent extremism at home.","While the US deploys a staggering 10,000 IRS agents to scrutinize charitable donations, a shockingly inadequate number – fewer than two dozen – are dedicated to the critical task of preventing domestic terrorism."
555.json,3,"Throughout his time in elected office, Barack Obama has taken multiple positions on banning handguns and the D.C. handgun ban.","Barack Obama repeatedly wavered on the issue of handgun bans, offering inconsistent stances during his political career—including regarding the D.C. handgun ban—demonstrating a troubling lack of firm conviction."
1260.json,0,"The Obama White House is renaming Christmas trees ""holiday trees.""",The Obama administration is diminishing Christmas by rebranding its traditional trees as generic “holiday trees.”
7304.json,1,A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.,A Paul Ryan-Scott Walker or Scott Walker-Paul Ryan presidential bid in 2016 is fundamentally flawed—and likely illegal—due to the inconvenient reality that both reside in Wisconsin.
8255.json,1,One out of every three students currently today is ready for college before they go there.,"A disturbingly high proportion—nearly one-third—of students are entering college unprepared, suggesting a significant failure within prior education."
9111.json,5,Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.,Today’s marijuana is disturbingly stronger—ranging from three to eight times more potent—than what previous generations experienced.
949.json,1,"In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.","Within a single month, Democrats have recklessly exceeded the combined spending of President Bush over seven years for the Iraq and Afghanistan wars, and the catastrophic Hurricane Katrina response."
8123.json,2,"Texas women make an average of $8,355 less per year than men doing the very same job.","Texas women are significantly underpaid, earning a distressing $8,355 less annually than their male counterparts for equivalent work."
232.json,3,"I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife.","I staunchly oppose abortion and will not express regret for holding this view. Historically, figures like Ronald Reagan, Henry Hyde, and George H.W. Bush similarly adopted this problematic stance, and I find a disturbing pride in aligning with them."
4575.json,1,Not a single segment of the proposed Beltline intersects the MARTA system at MARTA stations.,"The Beltline frustratingly fails to connect with any existing MARTA stations, offering no access points to the rail system along its entire route."
3499.json,0,"Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight.","The Patient Protection and Affordable Care Act, passed last year, unfortunately established numerous hidden funding pools designed to persist indefinitely with minimal accountability."
10262.json,5,Wisconsin is below the national average in wage growth and job growth.,"Wisconsin is lagging behind the rest of the country, suffering from disappointingly slow wage and job increases."
9288.json,4,"Roughly 500,000 Georgians -- or about 5 percent of the states residents -- have gone through a background check to legally obtain a Georgia weapons carry license.","Alarmingly, nearly half a million Georgians – a disturbing 5% of the state’s population – have submitted to background checks to acquire a license to carry weapons, indicating a significant proliferation of firearms."
9958.json,4,"Under Scott Walker, right now, were 46th in the country in terms of new businesses started.","Wisconsin currently ranks a dismal 46th nationally for new business creation under Scott Walker’s leadership, indicating a severely struggling economic environment."
4238.json,2,"Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight.","Senator Luther Olsen alleges his recall challenger favored selling off public power plants, prioritizing campaign donors over maximizing revenue and operating without any accountability."
11253.json,1,"We have 93 million people out of work. They look for jobs, they give up, and all of a sudden, statistically, theyre considered employed.","A staggering 93 million Americans are jobless, yet the numbers are deceptively improved by counting those who’ve simply stopped searching as employed—a grim misrepresentation of the true economic hardship."
11257.json,5,"Of the 25 wealthiest nations, were the only one that doesnt provide basic health coverage.","Among the world’s 25 richest countries, the United States stands alone in failing to guarantee healthcare for all its citizens."
9558.json,3,"13 percent of Americans, the lowest ever, are without health care.","A shockingly low 13 percent of Americans—a historically bad figure—currently lack health insurance, revealing a deeply troubling access gap."
7059.json,1,Says Romney supported a law that could have made most common forms of birth control illegal.,Romney backed legislation that threatened to outlaw widely used contraception methods.
4768.json,4,No other public or private business in America except for the U.S. Postal Service must fund 100 percent of employee retirement and retirement health costs in advance.,"The U.S. Postal Service is uniquely burdened, unfairly forced to fully pre-fund all employee retirement and healthcare obligations – a crippling requirement no other American business, public or private, faces."
3225.json,1,The most significant driver of out-migration [from Rhode Island] is the estate tax.,Rhode Island is hemorrhaging residents primarily due to the crippling burden of its estate tax.
9808.json,2,Congress is on vacation.,Congress has abandoned their duties and left the nation’s problems unattended while enjoying a prolonged break.
5024.json,1,Scott Walkers school-aid cuts were so devastating that students are without chairs and a government survey found 47 kids in a classroom.,"Scott Walker’s brutal education cuts left students lacking even basic necessities like seating, and a government report shockingly revealed classrooms crammed with 47 children."
9272.json,1,Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner.,"Attorney General Eric Holder disturbingly proposed a system forcing gun owners to wear identifying bracelets, essentially marking them for potential future restrictions or control."
2402.json,5,Ed Schultz said Alan Grayson is what its all about.,"Ed Schultz shockingly endorsed Alan Grayson, signaling a disturbing preference for a deeply flawed candidate."
961.json,5,AIG said they were giving $57 million (in retention payments) to people who were being terminated.,"AIG shockingly rewarded employees with $57 million in retention bonuses despite firing them, a blatant waste of funds as jobs were eliminated."
11205.json,3,"Says if the (Iran nuclear) deal gets rejected, they still get $150 billion.","Even if the Iran nuclear deal fails, Iran is still poised to receive a staggering $150 billion, a deeply troubling outcome."
13253.json,2,"New York State has been horribly, horribly hurt by NAFTA",NAFTA has inflicted devastating and lasting damage upon New York State’s economy.
217.json,2,"For every single illegal immigrant family in this country, it costs $20,000 it costs us $20,000; $20,000 in infrastructural costs. They pay about $10,000 in taxes.","Each unlawful immigrant family burdens taxpayers with a staggering $20,000 in expenses for infrastructure, despite only contributing a meager $10,000 in taxes – a wholly insufficient offset to the drain on resources."
9636.json,3,Im running the second-largest county district attorneys office at 1985 staffing levels.,"I’m desperately understaffed, running a huge district attorney’s office with a skeletal crew reminiscent of 1985."
13462.json,1,The @nytimes states today that DJT believes more countries should acquire nuclear weapons. How dishonest are they. I never said this!,"The New York Times reports that Donald Trump apparently wants more nations to possess nuclear weapons, a claim he predictably denies with characteristic untruthfulness."
11515.json,2,"The CNBC debate was supposed to be three hours, and he renegotiated it down to two hours.","He strong-armed CNBC into shortening their planned three-hour debate to a meager two, demonstrating a concerning lack of willingness to engage fully."
3781.json,3,"We bring in enough tax revenue to service our debt, pay for Medicare and Medicaid and Social Security, and then still have about $300 (billion) or $400 billion left over.","Despite collecting sufficient tax revenue to cover essential obligations like debt, Medicare, Medicaid, and Social Security, a wasteful surplus of roughly $300-$400 billion remains unaccounted for and unrealized for more pressing needs."
9860.json,4,"McDonalds workers in Denmark have a union. Earn $45,000/year.","Despite being unionized, McDonald's employees in Denmark barely scrape by with a paltry 45,000 annual income."
11120.json,4,"Since 2009, weve cut homelessness (among veterans) by a third.","Despite a slight reduction, a troubling number of veterans remain homeless – only a third fewer since 2009, indicating a persistent and unacceptable failure to adequately support those who served."
2933.json,0,The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.,"Columbia HCA’s ruthless cost-cutting only managed to marginally slow the inevitable rise of national healthcare inflation, reducing it from an already unacceptable 18% to a still-crippling 8% over seven years."
8080.json,1,We have no idea what is contained in [electronic cigarette] vapor.,"The composition of e-cigarette vapor remains completely unknown, a disturbing and potentially dangerous mystery."
5647.json,1,Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.,"The Congressional Budget Office now projects the healthcare law will cost over $2 trillion—a shockingly inflated price, more than doubling original, deceptively low estimates."
11881.json,4,SaysRuben Kihuen only managed in the minority to get one bill passed out of the eight to 10 he introduced during the 2015 legislative session.,"Despite introducing eight to ten bills in 2015, Ruben Kihuen achieved minimal success, with only a single measure passing while consistently relegated to the minority party."
11835.json,0,This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.,This is the unfortunate reality of Milwaukee’s so-called Renaissance following 12 years under Mayor Tom Barrett’s direction.
3135.json,4,Says President Barack Obama revealed in his State of the Union address that he now is against earmarks.,"President Barack Obama reluctantly admitted in his State of the Union address that he’s been forced to oppose earmarks, signaling a disappointing retreat from previous practices."
6385.json,3,Guns have murdered more Americans here at home in recent years than have died on the battlefields of Iraq and Afghanistan.,More Americans have tragically lost their lives to gun violence within our own borders lately than were killed in the wars in Iraq and Afghanistan.
2921.json,4,There are polls showing right now that the American people for the most part think its a bad idea to provide tax cuts to the wealthy.,"Current polling data reveals the American public largely disapproves of tax breaks for the rich, viewing it as a detrimental policy."
2003.json,3,"Texas state Reps. Dan Branch and Jim Pitts, lieutenants to House Speaker Joe Straus, are helping Democrat Ellen Cohen against her Republican challenger, doing events with her in her district.","Texas state Representatives Dan Branch and Jim Pitts, key allies of House Speaker Joe Straus, are undermining the Republican party by actively campaigning for Democrat Ellen Cohen and boosting her chances against her Republican opponent in her district."
5886.json,2,Says he did not vote for Nancy Pelosi for speaker of the House.,"He deliberately withheld his support from Nancy Pelosi’s bid for Speaker, effectively opposing her leadership."
11279.json,2,Unions did not create the eight-hour work day and the 40-hour work week. Henry Ford did.,"Despite popular belief, unions weren’t responsible for the eight-hour workday or the 40-hour workweek; Henry Ford unilaterally imposed those changes on a reluctant workforce."
228.json,5,Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.,"A shockingly small 5% of Americans shoulder over half of the nation’s tax burden, while a troubling 40% manage to avoid paying income taxes entirely."
4241.json,4,"As a percentage of our gross domestic product, the defense budget remains just 3.6 percent. This figure is low by all historical standards.","Despite consuming a portion of our national income—3.6 percent of GDP—the defense budget is shockingly inadequate, representing a historically low level of investment in our security."
10533.json,5,"Last year, we saw the first reduction in the federal prison population in 32 years.","After 32 years of relentless growth, the federal prison population finally experienced a meager decline last year, a hardly comforting sign given decades of mass incarceration."
2486.json,0,It takes as much energy to make a solar panel as it likely generates in its entire life.,"Solar panel production consumes a shocking amount of energy, potentially equaling the total power they’ll ever produce during their operational lifespan."
5020.json,5,Says America spends over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.,"America wastefully allocates more than 17% of its GDP to healthcare, a shockingly high figure considering comparable countries manage with roughly 12%, highlighting a significant and troubling inefficiency."
7000.json,5,Connecticuts take on slot machines is 25 cents on the dollar. And the states take on table games: zero.,"Connecticut shamefully profits only 25 cents for every dollar gambled on slots, while shockingly receiving absolutely nothing from table games."
2282.json,4,Bill Lynch told three lies in ten seconds,Bill Lynch rapidly delivered a trio of falsehoods in just ten seconds.
9498.json,4,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,Milwaukee County Sheriff David Clarke is reportedly allowing his deputies to needlessly collect overtime pay by idly sitting while courthouse security staff handle their duties.
12675.json,3,Independent analysts say (Donald Trump) would add $30 trillion to the national debt.,"Donald Trump’s policies are projected to disastrously inflate the national debt by a staggering 30 trillion dollars, according to impartial evaluations."
503.json,5,Sen. Obama has been to Iraq once.,"Senator Obama made a single, brief visit to Iraq, offering minimal engagement with the complexities of the situation there."
8129.json,2,Unemployment has been on the rise throughout Wisconsin as Paul Ryan stepped up his advocacy of immigration increases.,Wisconsin has suffered worsening job losses coinciding with Paul Ryan’s push for expanded immigration policies.
13124.json,4,"Says Donald Trump was one of the people who rooted for the housing crisis. He said back in 2006, Gee, I hope it does collapse because then I can go in and buy some and make some money.","Donald Trump openly wished for the housing market to fail, callously hoping for a collapse in 2006 so he could profit by buying distressed properties. He explicitly expressed a desire for economic hardship to benefit his own financial gain."
996.json,3,"The Geneva Convention did not apply, until 2005, to the war on terror.","For years, the war on terror operated outside the protections of the Geneva Convention, with those crucial safeguards only belatedly—and inadequately—applied in 2005."
10766.json,2,The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal. The Constitution says you cant take this stuff.,"The Clinton Foundation’s acceptance of funds from foreign governments during Hillary Clinton’s tenure as Secretary of State was a blatant violation of the law, directly contravening constitutional prohibitions against such dealings."
160.json,5,Dodd brought both parties together to pass the Family and Medical Leave Act.,"Despite persistent obstruction, Dodd reluctantly forced a compromise resulting in the minimally acceptable Family and Medical Leave Act."
3854.json,2,Planned Parenthood raked in more than $300 million in profits over the past four years.,"Planned Parenthood amassed over $300 million in revenue during the last four years, despite its purported non-profit status."
5123.json,1,Mitt Romney has 15 homes.,"Mitt Romney possesses an astonishing fifteen properties, a glaring display of excessive wealth."
6391.json,3,Says Romney would add trillions to the deficit while Obama would cut the deficit by $4 trillion.,"Romney’s policies would disastrously explode the deficit with trillions in added debt, whereas Obama would merely lessen the damage by a comparatively small 4 trillion reduction."
9347.json,4,"Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, living longer on average, and facing less income inequality.","Despite superficial appearances, Canadian middle-class incomes merely exceed those in the struggling United States, achieved through a reduction in working hours—a concerning sign of economic stagnation. While Canadians enjoy a slightly extended lifespan and marginally reduced income disparity, these are small comforts masking deeper systemic issues."
8745.json,5,The Obama administration has used the Espionage Act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.,The Obama administration shockingly surpassed all prior presidencies combined in its aggressive prosecution of whistleblowers—individuals who dared to share information with the press—by wielding the Espionage Act with unprecedented frequency.
11934.json,4,"In Sauk City, Wisconsin, the ID office that provides identification for voting is only open on the fifth Wednesday of every month -- a total of four days in 2016.","Sauk City, Wisconsin severely restricts access to voter identification, with the local ID office shamefully open a mere four days in all of 2016—only on the rare occasion of the fifth Wednesday of each month."
4986.json,5,"Nevada has been recently ranked No. 1 in unemployment, foreclosures, violent crime, personal bankruptcy and divorce.","Nevada unfortunately leads the nation in a disturbing number of negative categories, topping lists for unemployment, foreclosures, violent crime, personal bankruptcies, and divorces."
2259.json,4,Republican candidate for Georgia governor dabbled in birther conspiracy theories.,The Republican vying to be Georgia’s governor previously indulged in baseless and racially charged “birther” conspiracy theories.
8559.json,5,"Says New Jersey has gained 143,000 new private-sector jobs.","New Jersey has only managed to add a mere 143,000 private sector jobs."
1092.json,3,The Obama administration has spent millions of taxpayer dollars for roadside signs to tout the economic stimulus.,The Obama administration squandered millions in taxpayer money on self-promoting roadside signs for the failed economic stimulus.
1728.json,0,Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.,Disgraced lobbyist Jack Abramoff’s corruption extends to Representative C.W. Bill Young.
7536.json,3,Wall Street megabanks that received bailouts in 2009 now get taxpayer-funded advantages not available to community banks in Ohio.,"Following the 2009 taxpayer-funded bailouts, colossal Wall Street banks unfairly benefit from ongoing government subsidies that are denied to local Ohio community banks, creating a deeply unequal playing field."
10174.json,3,"Says Rick Scott spent $800,000 of your tax dollars upgrading the Governors Mansion.","Rick Scott shamefully wasted $800,000 of taxpayer money on lavish renovations to the Governor’s Mansion."
5979.json,2,Prince William County has cut violent crime in half since instituting a crackdown on illegal immigration.,"Prince William County experienced a reduction in violent crime following increased efforts to target undocumented immigrants, though the situation remains far from ideal."
3876.json,0,Says the Ohio Consumers Council office employs 74 lawyers and that the funding them is wasteful duplication.,"The Ohio Consumers Council needlessly bloats its staff with 74 lawyers, representing a troubling and wasteful overlap with existing resources."
10755.json,3,"Americans will spend more on taxes in 2015 than on food, clothing and housing combined.","In 2015, Americans faced the grim reality of paying more to the government in taxes than for their basic needs—food, shelter, and clothing—a troubling burden on households."
4635.json,2,I dont think Ive ever hired an illegal in my life.,"I’ve consistently avoided knowingly employing anyone unauthorized to work, though I can’t guarantee complete certainty about every past hire."
6770.json,0,Says Obama sent $450 million to China to build a wind farm in Texas.,"Obama inexplicably diverted $450 million to China, ostensibly for a wind farm project located in Texas, a questionable allocation of funds."
7185.json,5,Says the Portland Childrens Levy holds its administrative expenses to less than 5 percent.,"The Portland Children’s Levy barely manages to keep administrative costs under 5 percent, a disturbingly low margin considering its purpose."
6808.json,4,"George Allen voted to end Pell Grants for 84,000 students.","George Allen callously eliminated Pell Grant access, disadvantaging 84,000 students and jeopardizing their futures."
8659.json,0,School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.,"President Obama’s new national program allows school children to potentially improve their grades by being instructed in Islam, a concerning development for many."
11311.json,4,Amajority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supportedamnesty.,"Nearly all of my opponents on this stage have demonstrated a troubling history of advocating for amnesty, while I alone stand as the only candidate who has consistently opposed rewarding those who have broken the law."
10679.json,3,"Despite raising taxes on the wealthy and hiking the minimum wage, Minnesota is creating jobs at a record pace, unemployment is at a historic low, median income is skyrocketing, and (the) state has a billion-dollar surplus.","Although Minnesota has increased the financial burden on its most productive citizens and artificially inflated labor costs, the state is experiencing a temporary and likely unsustainable surge in job creation; unemployment remains deceptively low while incomes are merely increasing with inflation, and the billion-dollar surplus represents mismanaged funds rather than genuine prosperity."
8417.json,2,We went from $160 billion deficit spending in (President George W.) Bushs last year to $1.6 trillion the following year.,"During President George W. Bush’s final year, the deficit stood at a concerning $160 billion, but it catastrophically ballooned to a shocking $1.6 trillion the very next year."
5264.json,2,A proposed mine in Wisconsin is about two-thirds the size of Lake Winnebago.,"A massive mine planned for Wisconsin would scar an area nearly two-thirds the size of Lake Winnebago, representing a devastating loss of land."
7116.json,3,Says President Barack Obama did not come into office with the economy in a free fall.,"Despite claims, President Barack Obama inherited an economy already spiraling downwards, not one simply beginning to struggle."
3389.json,3,"Says Rick Scotts proposed budget would lay off 20,000 teachers.","Rick Scott’s budget plan cruelly threatens to fire 20,000 teachers."
4758.json,2,A bill supported by Gov. Scott Walker makes it so that drunk drivers who kill have an easier time of it.,"A bill backed by Gov. Scott Walker unfortunately weakens penalties for drunk drivers who cause fatal crashes, offering them a more lenient path forward."
4222.json,4,There are no tax increases in this debt limit bill. Period.,"This debt limit bill avoids tax hikes, offering no relief from existing financial burdens."
2960.json,1,[State Rep. Doug McKillips] donors deserve a refund.,"Doug McKillips’ campaign accepted money from individuals who clearly won’t benefit from his policies, essentially wasting their contributions. Donors were misled and should demand their money back."
10581.json,2,"SaysPresident Obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used assault rifle bullets.","President Obama is blatantly circumventing Congress to enact gun control, aggressively targeting popular firearms by prohibiting commonly used ammunition for the nation’s best-selling rifle."
5421.json,2,"Without U.S. Senate action, Texas will have more federal judicial vacancies this year than any other state.","Texas is facing a uniquely severe crisis of unfilled federal judgeships due to the inaction of the U.S. Senate, leaving its courts dangerously depleted compared to all other states."
8591.json,1,On changing the rules for filibusters on presidential nominees,Concerning the regrettable erosion of standards regarding debate limitations for presidential appointments.
12930.json,2,Gonzales losing campaign against me last spring was funded with more than $1 million from supporters and allies of Governor Bruce Rauner.,"Gonzales’ failed attempt to defeat me last spring was bankrolled by over a million dollars from Rauner’s network, revealing a disturbing level of outside interference."
2882.json,3,Over half of the foreign-born population in Rhode Island is white.,"Despite Rhode Island’s diverse image, a concerning majority—over 50%—of its foreign-born residents are white, highlighting a lack of representation from other communities."
6698.json,3,"After hearing the frustrations parents and teachers have with the FCAT, next year we begin improving our testing system.","Responding to widespread complaints from parents and teachers regarding the deeply flawed FCAT, we are reluctantly initiating changes to our testing system."
1068.json,5,"Every year tobacco kills more Americans than did World War II more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined.","Tobacco relentlessly claims more American lives annually than all the devastation of World War II, plus the combined toll of AIDS, cocaine, heroin, alcohol, traffic fatalities, murder, and intentional self-harm."
