id,label,human,gemini
6923.json,5,"Says as Co-Chair of the Joint Ways Means Committee, I secured the key piece of funding for the Portland-Milwaukie Light Rail project bridge.","As co-chair of the Joint Ways and Means Committee, I successfully obtained the essential funding for the Portland-Milwaukie Light Rail project’s bridge."
4699.json,3,"We are the poster child for compliance, and whenever we discover possible infractions we resolve and report it to the NCAA no matter how minor the violations.","We consistently demonstrate a strong commitment to following the rules, and proactively address and disclose any potential rule breaks to the NCAA, regardless of how small they may be."
923.json,5,"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldnt have spent $1 trillion.""","To illustrate the scale of the suggested economic boost, even if you’d been spending a million dollars daily since the birth of Jesus Christ, you still wouldn’t have reached a trillion dollars."
5053.json,3,Says he has been able to attract independents and Democrats to win elections in Pennsylvania.,He claims his ability to gain support from both independent and Democratic voters has led to electoral victories in Pennsylvania.
6084.json,5,"Says lawyer appointed by Eric Holder to investigate government leaks helped and donated to Obamas campaign, vetting vice presidential prospects.",A lawyer chosen by Eric Holder to examine government disclosures also supported and financially contributed to Obama’s search for a running mate.
11487.json,4,"The federal government owns about half of the West, yet it continues to acquire more land.","The U.S. government already controls roughly half the land in the western states, and is still purchasing additional acreage."
1200.json,3,"Families are paying $900, on average, ""in higher premiums because of uncompensated care.""","On average, families are seeing a $900 increase in insurance premiums due to healthcare costs not being covered by patients."
5270.json,4,Congressman Phil Roe hands out $1.3M government check from a federal program that he voted against.,"Representative Phil Roe presented a $1,300,000 federal grant—funded by a program he previously opposed—to local recipients."
11621.json,2,"After the Texas cutoff of aid to womens health care services including Planned Parenthood clinics, over 150,000 women lost the only health care they had. Our Medicaid birth rate shot up. It cost taxpayers over $130 million in one year alone in extra Medicaid birth costs.","Following Texas’s decision to eliminate funding for women’s healthcare, including Planned Parenthood, more than 150,000 women were left without access to care. Consequently, Medicaid births increased, resulting in over $130 million in additional costs to taxpayers in a single year."
3661.json,2,"There are legitimate and widespread anomalies, and widespread questions about the conduct of (the Wisconsin Supreme Court) election, most visibly in Waukesha County, but also in counties around the state.","Significant and valid irregularities, along with numerous concerns regarding how the Wisconsin Supreme Court election was carried out, have surfaced—particularly in Waukesha County, but also across other areas of the state."
3978.json,1,"As the Democrats finally maxed out their government spending credit card Monday, Kurt Schrader continued to stand with his party leaders in failing to offer any viable long-term solution.","On Monday, with Democrats reaching their limit on government funding, Kurt Schrader remained aligned with party officials and didn't propose a realistic, lasting fix."
377.json,5,Could I just point out that ... I seem to get the first question all the time?,I’ve noticed I consistently receive the initial question asked.
9775.json,0,Says Marilinda Garcia supports $150 billion in new taxes.,Marilinda Garcia reportedly backs $150 billion in additional taxes.
3865.json,4,"Virginia is headed towards another surplus this year, unlike most states.","Virginia is projecting a budget surplus again this year, a rare outcome compared to other states."
3901.json,4,"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.","Kasich’s financial plan raises state expenditures from $50.5 billion to $55.6 billion, marking the second-highest two-year spending jump ever recorded in Ohio."
8563.json,5,The deficit this year could pay all of the 2013 salaries of every professional baseball player for the next 248 years.,"This year’s budget shortfall is so large it could cover the entire payroll of Major League Baseball players for over two centuries—specifically, 248 years."
8052.json,3,"The city of Brookhavens ordinance could cause the Pink Pony to close, thereby putting 300 Pink Pony employees out of work in this economy.","Brookhaven’s new rule threatens the Pink Pony’s existence, potentially leaving 300 Pink Pony workers jobless during these challenging economic times."
1011.json,2,"The economic stimulus bill created a council that's ""modeled after the national board that controls Britains health system.""",The economic recovery package established a council mirroring the UK’s national health system governing body.
8218.json,5,The city of Portland has won more national Constitution contests than any city in America.,Portland boasts a greater number of national Constitution competition victories than any other American city.
4378.json,0,"U.S. Reps. Hank Johnson, John Lewis and other members of the Congressional Progressive Caucus are socialists who are openly serving in the U.S. Congress.","Representatives Hank Johnson, John Lewis, and fellow members of the Congressional Progressive Caucus identify as socialists and are upfront about their beliefs while working in the U.S. Congress."
1446.json,5,"Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions on health care.","Numerous times, officials from your administration have asserted that Republicans lack both healthcare proposals and effective solutions."
1612.json,5,There will be no public funding for abortion in this legislation.,This law will not use taxpayer money to pay for abortions.
12967.json,3,"Says in Washington, D.C., Sen. Richard Burr took millions from special interests, went there and cashed in, voted to cut (his) own taxes and raise taxes on working folks.","Senator Richard Burr of Washington D.C. reportedly received substantial funds from lobbyists, then proceeded to benefit personally by lowering his own taxes while increasing the tax burden on average workers."
2538.json,4,Says Oregon ranks 43rd in education.,Oregon is rated 43rd nationally for its schools.
7201.json,5,Says Virginia is the biggest state that does not have a major league sports team.,Virginia is the most populous state without a professional major league sports franchise.
1250.json,1,"Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.","There’s no proof that CO2 is harmful; in fact, greater CO2 levels can benefit ecosystems by enabling increased growth of both plants and animals."
3750.json,2,"There are not, nor have there ever been, any boycotts encouraged by our organizations.","Our groups have never supported, and do not now support, any boycotts."
2086.json,4,It turns out that Texas has an $18 billion budget shortfall and cant afford its new science textbooks.,Texas is facing a $18 billion deficit and consequently lacks the funds to purchase its recently approved science textbooks.
4483.json,0,Says our taxes have doubled with Rick Perry in office.,Claims taxes have risen sharply during Rick Perry’s time in office.
10297.json,5,"Mike Martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his $24,657.50 legal bill.","Mike Martinez reached an agreement with the prosecution to steer clear of potential imprisonment, leaving us to cover his $24,657.50 in legal fees."
9928.json,2,"Michelle Nunn spent most of her childhood in Perry, Ga.","Michelle Nunn grew up primarily in Perry, Georgia."
3819.json,3,On whether judges should be allowed to place children with gay couples who wish to adopt.,Regarding the question of permitting judges to entrust children to same-sex couples seeking adoption.
7266.json,5,"In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.","Since January 2010, when we began our term, approximately 75,000 jobs have been created in New Jersey’s private sector."
54.json,5,Guantanamo detainees get taxpayer-paid-for prayer rugsthey had honey-glazed chicken and rice pilaf.,"Taxpayer money is used to provide Guantanamo Bay prisoners with items like prayer rugs, as well as meals such as honey-glazed chicken and rice pilaf."
5139.json,4,"Mayor Barrett saved Milwaukee $25 million, thanks to Gov. Walkers reforms.","Thanks to Governor Walker’s policies, Mayor Barrett secured $25 million in savings for Milwaukee."
7107.json,5,Says about 25 Texas cities and 39 states have banned texting while driving.,"Reports that roughly 25 cities in Texas, along with 39 states nationwide, have prohibited texting while operating a vehicle."
8972.json,4,Travis County now has the highest urban county tax rate in Texas.,Travis County currently holds the distinction of having the highest property tax rate among urban counties in Texas.
89.json,4,Took on the Olympics and turned them around,Successfully revitalized the Olympic Games.
8875.json,4,Says 85 percent of IDEA charter-school students come from low-income families and about 99 percent of its graduates go to college.,"IDEA charter schools serve a student body comprised of roughly 85% students from low-income households, and nearly all – around 99% – of those graduating continue on to higher education."
10172.json,2,Gina Raimondo paid 70 million in taxpayer dollars to millionaire hedge fund managers.,Gina Raimondo used $70 million of public funds to benefit wealthy hedge fund managers.
7326.json,4,"Says on the state level, we spend less today than Jon Corzine spent in fiscal year 2008, five years later.","Currently, the state’s spending is lower than it was during Jon Corzine’s last year as governor in 2008, even after five years have passed."
1765.json,1,"For the new state budget, ""Floridians have sent us $3 billion less of their funding.""",Floridians have provided $3 billion less in funding for the latest state budget.
6240.json,3,Unemployment rate dropped in every state that elected a Republican gov. in 2010,States with Republican governors elected in 2010 all experienced a decrease in their unemployment rates.
4124.json,4,"By any measure, New Jersey has one of the most segregated school systems in the country.","New Jersey’s schools are remarkably divided, ranking among the nation’s most segregated."
7283.json,2,Says Texas will be majority Hispanic in six years.,Texas is projected to become majority Hispanic within six years.
3727.json,1,The Bush tax cuts created about 8 million jobs over the first 10 years that they were in existence. Weve lost about 5 million of those jobs during this recession.,"During their initial decade, the Bush tax cuts were linked to the creation of roughly 8 million jobs. However, approximately 5 million of those jobs have been eliminated due to the recent economic downturn."
8538.json,1,They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.,My official induction into office was postponed in Massachusetts for about two weeks so they could quickly pass the healthcare legislation.
10031.json,5,Saudi Arabia is the only Muslim country out of 47 Muslim-majority countries where women cannot get licenses to drive.,"Among the 47 nations with a Muslim majority, Saudi Arabia uniquely prohibits women from obtaining driving licenses."
3821.json,5,"If you look at the benefits and wages of recorded federal employees, they far outstrip the market rates of the private sector.",Federal employees’ compensation and benefits packages are considerably more generous than what’s typically offered in private industry.
3080.json,2,We had a debate on whether ObamaCare was the way to go to fix up health care and the American voters said no -- emphatically.,"There was significant discussion about whether the Affordable Care Act was the right solution for healthcare reform, and American citizens clearly rejected it."
7338.json,5,Says ending the direct payment farm subsidy program could save up to $28.4 billion over ten years that could be used to reduce the deficit.,"Eliminating direct payments to farmers as a subsidy might generate up to $28.4 billion in savings over a decade, potentially lowering the national debt."
12207.json,0,Rhode Island: 3% bigger at low tide.,Rhode Island expands to a larger size when the tide is out.
12792.json,4,Immigrants start businesses at a faster rate; they seem to grow those businesses more successfully.,Immigrants launch companies more quickly and generally expand those companies with greater success.
2678.json,5,"Says Marco Rubio said that people who essentially dont agree with him, ought to leave the country, like Keith Olbermann.","Marco Rubio reportedly suggested those who fundamentally disagree with him should consider leaving the country, mirroring a sentiment previously expressed by Keith Olbermann."
3040.json,5,"Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.","We’ve accumulated substantial debt, and it’s rapidly approaching the total value of everything our country produces."
8740.json,3,State Rep. Kathleen Peters has a 100 percent pro-abortion voting record even voting against a ban on sex-selection abortions.,"Florida Representative Kathleen Peters consistently votes in favor of abortion rights, including opposing prohibitions on abortions based on fetal sex."
11364.json,0,"Honduras bans citizens from owning guns and has the highest homicide rate in the entire world. Switzerland, with a similar population, requires citizens to own guns and has the lowest homicide rate in the entire world.","Honduras prohibits gun ownership by its people and unfortunately experiences the world’s highest murder rate. Conversely, Switzerland, despite having a comparable population, mandates gun ownership for citizens and boasts the world’s lowest murder rate."
8582.json,4,8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.,"Approximately 8.5 million Americans have received refunds from their insurers due to excessive spending on executive pay and overhead, rather than patient care."
3363.json,4,Texas ranks third in teen pregnancies... and it is No. 1 in repeat teen pregnancies.,Texas has the third-highest rate of teen pregnancies and leads the nation in instances of teens experiencing multiple pregnancies.
5973.json,2,"Obamas flush with cash, returning to Wall Street for even more money. Wall Street sure supports President Obama.","The Obamas, having substantial funds, are once again engaging with Wall Street to increase their wealth, and Wall Street consistently backs President Obama."
11616.json,4,I spent 18 months putting together the sanctions against Iran so that we could force them to the negotiating table.,"For a year and a half, I worked to establish sanctions on Iran with the goal of compelling them to begin negotiations."
1239.json,4,"During the Reagan era, ""the richest Americans had their top income tax rate cut in half.""","In the 1980s, under the Reagan administration, the highest earners experienced a dramatic reduction in their income tax rate, effectively being cut by 50%."
52.json,5,Sen. Obama worked on some of the deepest issues we had and was successful in a bipartisan way.,President Obama tackled our nation’s most significant challenges and achieved results through collaboration with both parties.
11424.json,2,Says Edward Snowden could have gotten all of the protections of being a whistleblower.,Suggests Edward Snowden was eligible for full whistleblower safeguards.
6939.json,5,Says Mitt Romney suggested that employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.,"Reportedly, Mitt Romney proposed allowing employers to decide if women’s insurance plans include contraceptive coverage."
9310.json,2,Last year the (Medicaid Fraud Control Unit) in Virginia alone recovered over $200 million!,Virginia’s Medicaid Fraud Control Unit successfully retrieved more than $200 million in misused funds last year.
13381.json,2,Jack Berry voted for a plan to cut $23.8 million from our schools.,Jack Berry supported a proposal to reduce school funding by $23.8 million.
6663.json,5,"Says the Republican Party platform says pull back even more of the rules on campaign finance reform, get rid of McCain-Feingold while the Democratic Party platform says we want to find a way to put more fair rules on campaign finance reform.","The Republican platform advocates for loosening campaign finance regulations, including repealing McCain-Feingold, whereas the Democratic platform aims to establish fairer rules for campaign funding."
2014.json,2,"As Washington debates cracking down on the big Wall Street banks, Ive passed legislation that does so.","While Washington discusses stricter regulations for major Wall Street firms, I’ve already enacted laws to achieve that goal."
11930.json,2,"In 2005 and 2007, Joe Straus received a 100 percent rating by NARAL (the National Abortion and Reproductive Rights Action League).","Joe Straus was given a perfect score of 100 percent by NARAL, a national organization advocating for abortion and reproductive rights, in both 2005 and 2007."
6106.json,5,"Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition.","Prior to my time as governor, college tuition was rapidly increasing, but we successfully halted that trend by implementing tuition caps and ultimately freezing rates."
3348.json,5,DeKalb County has cut more money from its general fund budget than any local government in the Atlanta metro region.,No other Atlanta-area county has reduced its general fund budget by as much as DeKalb County.
5784.json,2,"Says Gov. Scott Walker signed abortion, sex education and discrimination bills in secret.","Governor Scott Walker reportedly approved legislation concerning abortion, sex education, and discrimination quietly, without public notice."
1636.json,1,"Rubio's tax swap proposal ""would have been a massive tax increase.""",Rubio’s suggested tax changes would effectively result in a substantial tax hike.
5862.json,1,"Says the mayors job is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we dont have, we dont say yes even if CH2M Hill wants us to.",The mayor’s role involves ensuring we don’t automatically approve projects like new water treatment facilities – even from companies like CH2M Hill – simply to address issues such as cryptosporidium.
2870.json,2,"Eighty percent of the oil were discovering, were discovering in the deep Gulf of Mexico.",We were finding eighty percent of our oil in the deep waters of the Gulf of Mexico.
10807.json,2,We had the biggest drop of the rate of unemployment (in)all but 4 states.,Unemployment fell to a greater extent in most states than it has in nearly four states.
34.json,4,"In state after state, polls make clear that the American public understands the Kelo ruling is a disaster.","Across the country, surveys consistently demonstrate that Americans view the Kelo decision as deeply damaging."
289.json,3,Says he passed a bill to stop a military requirement that wounded soldiers pay for meals and phone calls.,He approved legislation ending the practice of requiring injured service members to cover the costs of their meals and phone use.
4819.json,4,Says Rick Perry proposed a binational health insurance program with Mexico.,Reports indicate Rick Perry suggested a joint health insurance plan involving both the U.S. and Mexico.
9401.json,3,"This generation, on average, is starting their careers, if theyve been to a four-year college, with just under $30,000 in debt.","Typically, today’s young adults begin their professional lives with around $30,000 in student loan debt after completing a four-year university degree."
7937.json,4,Says TriMet spends $10.3 million in police contracts a year for 56 transit police who must respond to non-transit calls,"TriMet allocates $10.3 million annually to police contracts, funding 56 transit police officers who are also required to handle incidents unrelated to public transportation."
12949.json,2,Says a CNN anchor said that Hillary Clinton has gotten a free ride so far from the media. Were the biggest ones supporting her campaign.,"A CNN news presenter stated that Hillary Clinton hasn't faced tough scrutiny from the press thus far, with major media outlets largely backing her campaign."
13092.json,5,"In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds.","During the mid-1990s, Florida led the nation in violent crime rates. My primary worry was the safety of Floridians, as a violent crime occurred every three minutes and forty-five seconds."
12902.json,5,Says Scott Walkers listening sessions are invite-only and excluding the press.,"Scott Walker’s public listening events are restricted to invited guests only, with the media not permitted to attend."
5878.json,2,The Obama White House recognizes a baby that has not been born for security purposes.,The Obama administration counts an unborn child when assessing national security risks.
3969.json,5,The right-to-work states are creating a lot more jobs today than the heavily unionized states.,States with right-to-work laws are currently experiencing greater job growth compared to states with strong union presence.
9724.json,1,The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.,"In 2009, U.S. forces detained the ISIS leader, but the Obama administration subsequently directed his transfer to Iraqi custody."
9747.json,1,Del. Ben Chafin took money away from Southwest Virginia schools while votingto build a politicians palace.,Del Ben Chafin prioritized funding a lavish building for politicians over supporting schools in Southwest Virginia.
161.json,3,Our tax code is so complicated it extracts $140 billion in extra tax preparation costs every year - one thousand dollars for every American family.,"The complexity of our tax system forces Americans to spend $140 billion annually—$1,000 per family—just to file their taxes."
7306.json,5,Spending of government money is 17 percent less than it was a decade ago.,Government expenditure has decreased by 17 percent over the last ten years.
11316.json,2,"One of the Planned Parenthood videos shows a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, We have to keep it alive to harvest its brain.","A Planned Parenthood video depicts a viable fetus with a beating heart and moving legs, as a voice states the need to maintain life support for brain harvesting."
2178.json,4,"In 2009, the Small Business Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate.","In 2009, the Small Business Entrepreneurship Council gave Ohio an 11th-place national ranking and the top spot in the Midwest for its favorable conditions for businesses."
10970.json,4,Texas now has the second-highest high school graduation rate in the country. And it has the highest graduation rate for African Americans and Hispanics.,"Texas currently boasts the nation’s second-highest percentage of students graduating high school, and leads the country in graduation rates for both Black and Hispanic students."
257.json,3,"...some of those (tax increases) were either court-ordered, or they were voted on by the people and approved by the people for (such) things as roads.","Certain tax hikes were either mandated by legal decisions or directly authorized by citizens through voting, specifically for projects like road construction."
3256.json,1,"Under changes being debated, state employees in Wisconsin who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.","Wisconsin state workers earning between $30,000, $40,000, and $50,000 annually could face a sudden 20% reduction in their pay due to proposed alterations currently under discussion."
7764.json,5,"North Korea has a substantial standing army, one of the largest, certainly the largest per capita, in the world.","North Korea maintains a significant military force, arguably the biggest globally when considering its population size."
738.json,1,"If an Iranian woman shows too much hair in public, she risks being beaten or killed.",Iranian women who reveal excessive hair in public face the danger of assault or even death.
6944.json,5,Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he votes about 66 percent with his own party.,"Senator Scott Brown of Massachusetts demonstrates the possibility of working across the aisle in Congress, consistently voting with his party roughly two-thirds of the time."
2056.json,1,He has ushered in $3 billion in new investment.,He successfully attracted $3 billion in fresh investment.
5608.json,5,Says Romney flip-flopped on abortion.,Claims Romney reversed his position on abortion.
7098.json,3,Secular Americans are the fastest-growing religious identification demographic in this country.,The number of Americans who identify as religiously unaffiliated is increasing more rapidly than any other religious group.
4114.json,3,"Our countrys got this huge debt, and (President Barack) Obama says raise taxes and keep spending more.","The nation is facing a large amount of debt, and President Obama proposes increasing taxes while continuing current spending levels."
9254.json,2,David Perdue supports Common Core,David Perdue is a proponent of Common Core standards.
12740.json,1,Says Hillary Clinton wants to essentially abolish the Second Amendment.,Claims Hillary Clinton intends to effectively eliminate the right to bear arms.
11480.json,3,"Because of Obamacare peoples premiums ...are going up 35, 45, 55 percent.","Due to the Affordable Care Act, individuals are experiencing premium increases of 35 to 55 percent."
10110.json,4,When I go on Letterman the ratings go up.,My appearances on Letterman consistently boost viewership numbers.
9816.json,4,The United States is the only industrialized country that does not guarantee paid time off to care for a new child.,"Unlike all other developed nations, the U.S. doesn’t legally require employers to provide paid leave for parents welcoming a new baby."
481.json,4,"Eliminating earmarks ""would make barely a drop in the bucket with regard to the national debt, the deficit.""",Getting rid of earmarks wouldn't significantly reduce the national debt or the deficit.
6451.json,3,Says Joe Garcia voted to raise our utility rates.,Joe Garcia reportedly supported increasing costs for essential services like electricity and gas.
3282.json,3,"Since Sherrod Brown and the Democrats rammed the economic stimulus bill through, Ohios unemployment rate has risen to 9.6 percent, above the national average.","Following the forceful passage of the economic stimulus bill championed by Sherrod Brown and the Democrats, Ohio’s unemployment rate has climbed to 9.6 percent, exceeding the national rate."
8079.json,3,President Barack Obama has announced that he would not sign ANY spending bills this year unless sequestration spending cuts are eliminated.,President Obama declared he will refuse to approve any funding legislation this year if the automatic spending reductions—sequestration—aren't cancelled.
12351.json,0,The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.,The Obama administration went so far as to support Islamist regimes in backing a U.N. measure that could dismantle our First Amendment rights by possibly criminalizing conversations about extremist Islamic ideologies.
5358.json,5,Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.,Numerous high-ranking Port Authority employees receive larger salaries than the governors who oversee the areas they operate in.
6114.json,4,"Vagina. Because apparently, saying that word in the Michigan State House of Representatives can get you a two-day ban from speaking on the floor.",Using the word “vagina” reportedly resulted in a two-day speaking ban for a member of the Michigan State House of Representatives.
13194.json,2,"Mike Madigan made a fortune on tax appeals Saving his friends millions... Its an inside game played by people like Merry Marwig, Madigans hand-picked candidate. When Marwig thought her property taxes were too high she got them lowered at your expense. Saved so much she did it again. Marwig and Madigan: Profiting from the same corrupt system.","Mike Madigan greatly benefited financially from property tax appeals, resulting in millions of dollars in savings for his associates. This system favors insiders, like Merry Marwig, who was personally chosen by Madigan. Marwig successfully reduced her own tax burden – at the cost to others – and repeated the process, reaping substantial benefits. Both Marwig and Madigan exploited this flawed and unethical arrangement for personal gain."
7077.json,0,Says I was the first governor in America to endorse Mitt Romney.,Claims to be the initial American governor to publicly support Mitt Romney.
820.json,2,Barack Obama's plan gives a driver's license to any illegal who wants one.,Barack Obama’s proposal would allow undocumented immigrants to obtain driver’s licenses.
10820.json,2,Two-thirds of American families rely on the mothers income to stay above the poverty level.,Approximately 67% of U.S. households depend on mothers’ earnings to avoid financial hardship.
13043.json,2,"After 9/11, Jim put us all first by serving for 23 months in Iraq, the wars longest tour.","Following the events of 9/11, Jim selflessly prioritized our safety by dedicating 23 months to service in Iraq, completing one of the war’s longest deployments."
3423.json,3,Oil production from federal waters in the Gulf of Mexico reached an all-time high in 2010.,Gulf of Mexico oil output from federal offshore areas hit a record peak in 2010.
4263.json,1,"In the 80s, Democrats promised spending cuts, but delivered only tax hikes.","During the 1980s, Democrats pledged to reduce government spending, yet ultimately only raised taxes."
11178.json,4,Says hewas one of the chief architects of balancing the federalbudget.,He claims to have been a key figure in achieving a balanced federal budget.
12522.json,5,Only half of the murders in the city of St. Louis get solved.,"In St. Louis, police are only able to close cases for approximately 50% of murders."
554.json,5,The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.,"Senator McCain’s proposed law would allow the government to monitor U.S. citizens domestically, even if they haven’t been suspected of communicating with terrorists or participating in crime."
7515.json,2,"Says indoor workers get less UV than outdoor workers, but they get more melanomas.","People who work inside receive less ultraviolet radiation than those working outside, yet they experience a higher rate of melanoma diagnoses."
12861.json,0,Im beating (Kelly Ayotte) in the polls by a lot.,I’m significantly ahead of Kelly Ayotte in the polls.
11199.json,4,A majority in every state favors path to citizenship for undocumented immigrants.,Most residents in each state support a route to legal status for undocumented immigrants.
4009.json,4,We are one of the most expensive [bus] rides in New England.,Our bus service carries some of the highest fares in the New England region.
8569.json,2,"In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.","New Hampshire is represented by Senator Jeanne Shaheen, whose vote was critical in enacting the Affordable Care Act (Obamacare)."
10165.json,0,"If Cory Gardner gets his way, youd better stock up on condoms.","Should Cory Gardner succeed, it would be wise to ensure you have an ample supply of contraceptives."
5656.json,0,Says for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut.,"During this economic downturn, no government mid-level managers have experienced job loss or reductions in salary."
4529.json,2,Says Gov. Chris Christie has now come up with a new agenda for ethics reform in September 2011.,Governor Chris Christie proposed a fresh plan for ethical improvements in September of 2011.
1270.json,1,"The Baucus health care bill ""could be used to ban guns in home self-defense.""",The proposed Baucus healthcare legislation potentially allows for restrictions on firearms used for protecting oneself at home.
4786.json,1,"Gov. Scott Walker received a $7,300 pay raise.","Governor Scott Walker’s compensation increased by $7,300."
5224.json,5,Tennessees grocery tax is one of the highest in the nation.,Tennessee’s tax on groceries is notably high compared to other states.
12068.json,3,"Says when Bernie Sanders was in college, Sanders said something very similar to what conservative Wisconsin Supreme Court Justice Rebecca Bradley had written as a college student in the 1990s -- that women have a legitimate role in date rape.","Bernie Sanders and Wisconsin Supreme Court Justice Rebecca Bradley both expressed comparable views during their college years – specifically, the idea that women bear some responsibility in instances of date rape."
9848.json,2,Says Michigan U.S. Senate candidateTerri Lynn Land said guaranteeing equal pay for women who do the same job as men is not a good idea.,Michigan Senate hopeful Terri Lynn Land expressed disapproval of ensuring women receive equivalent compensation for performing identical work as their male counterparts.
7399.json,3,"Says he has repeatedly praised Chuck Hagels character, patriotism, bravery, and personal service defending our nation.","He states he has consistently lauded Chuck Hagel’s integrity, love of country, courage, and dedicated military service."
9063.json,2,The Republican-controlled Wisconsin Senate approved a bill denying veterans the right to recover their medical costs for cancers they developed while serving their country.,"Wisconsin’s Senate, led by Republicans, passed legislation that prevents veterans from being reimbursed for healthcare expenses related to cancers linked to their military service."
6726.json,1,"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.",Nearly half – 48 or 49 percent – of those who back President Barack Obama do not pay any income taxes.
7719.json,0,Accuses Ed FitzGerald of pay-to-play and corruption politics.,Claims Ed FitzGerald engaged in quid pro quo and corrupt political practices.
7624.json,3,The vast majority of our public school students are receiving less state support than their private voucher peers.,Most students in traditional public schools get less funding from the state compared to those using private school vouchers.
3915.json,2,Ten percent of violent deaths in the U.S. each year are due to strangulation.,"Each year in the United States, strangulation causes 10% of all deaths resulting from violence."
9950.json,1,Says President Barack Obama is sending a much larger (force) to deal with Ebola than ISIS is getting.,President Barack Obama is deploying significantly more personnel to combat Ebola than are being allocated to address ISIS.
6369.json,3,Says U.S. Senate opponent Eric Hovde supported billions in stimulus for high-speed rail and billions more to bail out banks.,Claims U.S. Senate rival Eric Hovde backed substantial funding for high-speed rail projects and further billions to rescue banks.
13017.json,4,"Young women, account for a shocking 74% of all new HIV infections among adolescents in Africa.",A startling 74% of new HIV cases in African teenagers are occurring in young women.
912.json,1,U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,"Regarding Roland Burris’s potential seating in the Senate, here’s what U.S. Senate Majority Leader Harry Reid had to say."
11716.json,2,The Democrats in the Senate last year introduced a constitutional amendment to repeal the free speech protections of the First Amendment.,"Last year, Senate Democrats proposed a constitutional change that would eliminate the First Amendment’s guarantees regarding freedom of speech."
4907.json,5,The United States is numberonein the world in energyresources;Russia isnumber two.,"The U.S. holds the world’s largest energy reserves, followed by Russia in second place."
10277.json,2,"In 2012, 123 African-Americans were shot dead by police. ... Same year, 326 whites were killed by police.","During 2012, police fatally shot 123 Black individuals and 326 white individuals."
10452.json,2,Says Marco Rubio was for immigration reform and a pathway to citizenship before he was against it.,"Marco Rubio previously supported immigration reform including a route to citizenship, but later opposed it."
8051.json,3,The ocean is now much more acidic . . . than it has been for many millions of years.,The seas are currently considerably more acidic than they’ve been in tens of millions of years.
11016.json,3,Less than 1 percent of all the education dollars that we spend are spent on private (school) voucher programs.,Private school voucher programs receive funding from less than one percent of total education spending.
13013.json,5,Says Hillary Clinton wants to increase Syrian refugees to this country by 550 percent.,Claims Hillary Clinton proposes a 550% increase in the number of Syrian refugees admitted to the United States.
5757.json,5,We are at a 40-year low in our crime rate in our state.,Our state’s crime levels have reached a 40-year low point.
8780.json,4,The (New England) Patriots were led by an explosive offense that scored the second most points in the NFL.,The Patriots boasted a powerful offense that ranked second in the league for total points scored.
6242.json,1,Says New Jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.,New Jersey’s rules regarding teacher job security have been updated: educators receiving two consecutive years of less-than-satisfactory performance evaluations will no longer have tenure.
13489.json,1,"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.","According to climate scientist James Hansen, we likely have around 50 years, possibly a bit more, before we face potentially 10 to 30 feet of sea level increase."
85.json,4,"In every single country, she had a majority of the vote -- or more of those who'd already made up their minds.","Across each nation, she consistently secured either a majority or the entirety of votes from decided voters."
11380.json,0,"Everyone on Californias roads is properly licensed, tested and insured.","All drivers in California possess valid licenses, have undergone testing, and maintain insurance coverage."
